case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_1637,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",906,123,24.626387210443003,11,0.5795524684838479,0,1,0,0.8176969724632751,13.795603523219292,0.5540104363415171,0.9674306415095678,0.19292631013298178,14,2042,Low
CASE_1638,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",703,66,20.517013966464283,40,0.3489592167216278,0,1,0,0.8486715638013475,20.410575500305395,0.27960455324134914,0.8661499448881163,0.1697475624448922,12,819,Medium
CASE_1639,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",631,28,18.68342429249933,48,0.6686056024380985,0,0,0,0.5304203262115926,71.53618133651322,0.3632807243222973,0.9841920407316985,0.7192323244955684,15,4270,Medium
CASE_1640,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1041,145,11.543058844127476,32,0.9038251827111996,0,1,0,0.43931548303653345,82.64304845976714,0.9592773391980391,0.4916417004998378,0.11409396754804446,3,2633,Low
CASE_1641,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1643,74,24.949545184266697,28,0.8720306338588939,0,1,0,0.5357235315294943,16.38836129282437,0.47101320848472605,0.9345782369334265,0.955795397014935,12,4184,High
CASE_1642,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",613,76,12.834290811551101,13,0.9325043794359869,1,0,1,0.002284860970486413,2.9408837687520673,0.3813943861389252,0.8162335344688059,0.4809203396587536,7,4588,Low
CASE_1643,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",918,25,18.38891369501708,39,0.3938462452640282,0,1,1,0.5138238239621014,4.776112972575975,0.834649990987692,0.36916750161675094,0.9445113287448166,16,2060,High
CASE_1644,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1433,134,24.91454862367442,17,0.07972800111963041,0,1,0,0.12369554630650215,89.23428870576944,0.8870250614188598,0.08743321725405195,0.8464767730954081,11,1410,Medium
CASE_1645,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1220,75,17.82688343420789,27,0.034654450601766085,0,0,1,0.664850223966309,69.65298586117214,0.7272305780672884,0.9589705315976299,0.441049332462612,1,3487,High
CASE_1646,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1705,46,12.160908159504736,26,0.28691779482781765,0,1,1,0.010122516331084741,77.88355770750951,0.7138274635667637,0.6838165172386621,0.6229033147971847,15,1833,High
CASE_1647,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1220,43,11.550725251638728,36,0.8160384304623082,1,0,1,0.5249367742002715,67.8303539578363,0.04815904943725646,0.6983022760510972,0.9068231501078906,5,835,Medium
CASE_1648,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1851,51,11.75860815883862,6,0.45526833670821787,0,1,0,0.6739631960199856,77.47691065336723,0.39779652949425426,0.017358098818636702,0.33670429811867497,16,2952,Medium
CASE_1649,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",693,145,15.605461987832246,27,0.09935476410674993,1,0,1,0.154314456085198,86.69285531602996,0.1122502887824175,0.9575889829673071,0.33027553772421125,17,2647,Low
CASE_1650,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",807,71,13.560600563634711,5,0.4801688734326871,1,0,0,0.39158563212817543,66.59900258448398,0.16379597094510023,0.2811877136012104,0.8716949136993027,9,1123,Low
CASE_1651,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",785,77,14.653434145579197,5,0.4339532964455183,0,1,0,0.9294094492977455,47.8008707912626,0.7354749018539088,0.6792250861290106,0.0990495130360105,10,3003,Low
CASE_1652,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1921,44,13.8355605049255,19,0.7364598895983399,1,1,1,0.12730520223905784,97.43524761232582,0.9322837842237833,0.4230857021712292,0.28469230682614033,8,2943,Medium
CASE_1653,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1248,104,19.280808211125038,24,0.4737448342440117,1,1,0,0.650127121397453,32.33261407713547,0.7584866765552771,0.509297736172723,0.06410658779980294,17,4573,Medium
CASE_1654,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1134,38,14.035384078506183,18,0.3094461575440379,0,0,1,0.6175043626763956,24.878232215538144,0.15616866030339127,0.9195606321192817,0.9794014412738836,11,4309,Low
CASE_1655,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",255,36,22.016545295537302,26,0.9678667986267708,1,1,1,0.6858253354531257,94.08463118736364,0.9226137447329935,0.6572099827136547,0.577848626463008,18,4687,High
CASE_1656,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1954,25,20.88083468119732,45,0.46942327308365883,0,0,0,0.19502044997050438,37.31939477491713,0.009361824056728585,0.009572315473167614,0.7048246751411953,17,2233,Low
CASE_1657,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1441,39,23.99429181191816,35,0.6012302230645016,1,1,0,0.6959574683990376,24.41027979940583,0.2485157485191627,0.5648860069184514,0.8828517514817816,3,1226,High
CASE_1658,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",769,68,19.664372742814017,44,0.8320696825477009,0,0,0,0.4332540283558971,80.78993817956109,0.06091296488688358,0.9005279764247087,0.44099149637537505,4,4632,Low
CASE_1659,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1599,59,19.173403690034036,34,0.9105304423856475,0,0,1,0.9330273182107333,15.043711756830103,0.6151368687743517,0.8064970650629635,0.41518013346694105,6,2169,Low
CASE_1660,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1825,72,11.766894119612099,25,0.7177890594292816,1,0,1,0.009594015471204087,57.83011871691733,0.8622673641575416,0.6683281663856683,0.310239838004864,4,1360,Medium
CASE_1661,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1841,86,10.333107050346593,48,0.7512154753436263,1,1,0,0.5068727292739889,92.39347443690967,0.2875665039127919,0.8799268976930762,0.023112969843266606,13,710,High
CASE_1662,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1504,88,22.67398576277286,44,0.9442639211372817,1,0,0,0.2168760881628543,12.062858489428619,0.6873470563882416,0.3499127379245275,0.028786351702171586,16,4366,Low
CASE_1663,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1378,94,24.30090321451572,15,0.0009513136000359745,0,1,0,0.6960747486779747,85.4716458221065,0.7398614416184255,0.37238969538106315,0.8456817196228149,17,2044,High
CASE_1664,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1188,126,17.43517272058277,16,0.025339601968080383,0,1,1,0.30821961677785403,22.401791593155053,0.9774904590149166,0.3074042725672427,0.034230076049978075,11,4828,Medium
CASE_1665,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1596,47,22.58462202747378,15,0.82073269194477,1,1,0,0.004320648051887144,0.01813908885528459,0.41767520567366323,0.6369464253109782,0.1552933165246383,8,2536,Low
CASE_1666,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1853,32,16.050477660406745,13,0.4106074516237671,0,1,1,0.5397819339601835,49.618402757407466,0.11917700802381803,0.982444868919822,0.019259157278443406,16,1263,Medium
CASE_1667,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1077,100,17.730046438935304,42,0.10021303038827989,0,1,1,0.6430005769129817,16.31748652919326,0.6210650888631327,0.6539408026787055,0.9739453943458273,16,1380,Low
CASE_1668,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1791,116,12.060933087167177,47,0.5655883688995472,0,0,0,0.6442321754554742,30.93530879821884,0.15213738427594048,0.7366674875389528,0.3338787409619659,2,786,Low
CASE_1669,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",228,128,24.351344021052217,21,0.3401332684929742,0,0,0,0.8631585912213524,55.440919754989096,0.9418406809924145,0.6169097223230218,0.23837792587551554,12,842,Low
CASE_1670,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",474,119,22.204054464955952,35,0.37402039280695054,1,0,0,0.4195801231793974,96.66104672025926,0.5402199889286503,0.7252202937470573,0.29350974220763093,10,4001,Medium
CASE_1671,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1949,143,16.002812336648276,27,0.5662482352008391,0,0,1,0.17763243138551688,16.1753453917187,0.08817686523740598,0.9688204662071176,0.1608381663716083,9,3713,Low
CASE_1672,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1853,22,23.27279366934202,11,0.7623759497983887,1,1,0,0.09625885824485891,63.64481613554862,0.9211721392537261,0.30207566663422514,0.8938285282506662,16,4955,Medium
CASE_1673,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",565,119,24.66454419041109,29,0.7214913022681408,0,0,0,0.05532808294565261,19.78408255217413,0.6131034080198995,0.8034150752139579,0.2536472551750333,11,3791,Low
CASE_1674,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1834,145,17.351806406443508,37,0.5105044717841422,1,0,0,0.7479467689645122,46.38007754209681,0.9218823301296477,0.1456522017613604,0.37925268550676483,9,4490,Low
CASE_1675,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1934,24,23.74804887878469,46,0.32242058799999274,1,1,0,0.5852211287695535,97.30625735060651,0.9762873246683464,0.9389971670956121,0.9186137947468259,12,3659,Medium
CASE_1676,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1231,50,20.84669505569441,26,0.16169706046540067,1,1,1,0.45480340177547096,35.3140993452886,0.08096789839632745,0.5036935943863873,0.12536543848506254,13,4009,Medium
CASE_1677,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1234,71,13.792233265793145,45,0.049775593874587964,0,1,1,0.13118422065552027,45.50988717543414,0.25281408015688644,0.9851385029951241,0.21061959930140872,19,2085,High
CASE_1678,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",476,80,17.157612030187256,38,0.8124115255813094,0,1,0,0.3547382345743929,12.156482841207673,0.41920259370710355,0.18802098297386804,0.5627627411521642,17,4855,High
CASE_1679,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1716,72,23.525605841935466,21,0.4044533455391559,1,0,1,0.39041028983465,29.96391906923368,0.9971527765387377,0.16219263205015033,0.38093790696911245,13,3560,High
CASE_1680,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",311,125,23.245849295001282,49,0.18523822910578847,0,0,0,0.25466667474572624,93.24014359912476,0.9275887856093274,0.8919117244893622,0.8482858992048226,8,2424,High
CASE_1681,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",729,43,10.698011526531278,15,0.8023774318411538,1,1,0,0.6513455892146295,11.377754954642882,0.4659634782865919,0.31225123135387245,0.057150143870625336,13,4164,Low
CASE_1682,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1067,94,17.21133779653244,30,0.5341602682599177,0,0,1,0.13671181522188802,46.11373339120771,0.9653778368433936,0.9070251128457232,0.9215392979470767,3,1082,High
CASE_1683,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1438,103,22.19976318867522,49,0.16974081807473795,1,1,1,0.9754950168622328,26.62854179590852,0.30988588261282524,0.45437252667971273,0.9234966828531209,18,757,High
CASE_1684,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",624,83,24.440113694830973,41,0.55416730060725,0,0,1,0.03252204100031442,50.99050109388692,0.6081353280907473,0.03825671718148438,0.016714646042432557,7,2965,High
CASE_1685,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1796,37,19.73781512052622,46,0.07930145641340414,0,1,0,0.8607908840984695,35.55053854909016,0.8445775932579155,0.4606089811867875,0.2769758074038553,16,3709,High
CASE_1686,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1408,43,10.536266761353389,16,0.9193593035909814,1,1,0,0.7108040701820001,36.92958983716552,0.8247237002742588,0.5356836698606255,0.030646734416724164,6,861,Low
CASE_1687,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",679,109,20.104377157751646,39,0.46229946719821813,0,1,1,0.01178682835869116,80.7940424171986,0.9594772635657306,0.7075181215869941,0.7114474430786656,3,3503,Medium
CASE_1688,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1174,70,18.01131985429192,43,0.7327877316874745,0,1,0,0.6718747148722143,79.89805365367462,0.2735608378169685,0.31804160526500647,0.4600483668033958,6,2551,High
CASE_1689,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",804,45,14.55483386613903,23,0.048238193780176464,1,1,1,0.7174244378674646,13.638219382404227,0.5683494173275556,0.31321142813004266,0.09412856838517769,16,2014,Medium
CASE_1690,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1963,19,12.665162107476574,28,0.8319532242100005,1,0,0,0.7825430940080413,93.56151662247525,0.40317607789805965,0.20038123430359123,0.36662455888662926,16,1007,High
CASE_1691,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1765,134,21.26824135632763,49,0.7888644109299457,1,1,0,0.43190232262910155,34.18263603903061,0.9950913321045656,0.9189676237801461,0.27559347483478147,17,1067,Low
CASE_1692,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1004,60,14.15541719952351,31,0.3565212152354623,0,1,1,0.7533847617654864,80.07712423813238,0.13899677756035056,0.01205094935327311,0.06687832523194548,8,3229,High
CASE_1693,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",408,81,16.0867488975861,35,0.6557465678655203,1,1,1,0.8529971274684024,33.62736126579217,0.0765904052707087,0.06108654532374247,0.22731526952090497,18,4339,Low
CASE_1694,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1123,94,18.53971702201431,9,0.2215065885980404,1,1,0,0.8247001104215188,68.77482955769203,0.34676097713282206,0.41327191940583874,0.2875520114229789,14,1002,Low
CASE_1695,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1054,13,17.381344235719705,37,0.9068550978751835,1,0,1,0.6353335780352297,3.4115179338032653,0.9926096618104805,0.6201389997225285,0.3678885897974906,10,4929,Low
CASE_1696,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1010,64,22.148530818759443,44,0.8063430365224251,1,1,1,0.03759557068214603,25.51321525258644,0.7618839207096058,0.9551910526215733,0.7511975558787933,18,1352,Medium
CASE_1697,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1693,86,10.571383801228288,15,0.1848697883395497,1,1,1,0.9438663266168494,47.264636922893544,0.4012151010492624,0.5292385055152942,0.8629877091490987,13,1472,High
CASE_1698,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",797,67,14.486198328652721,36,0.08984882578454945,1,1,1,0.7922519307620562,61.283710776341735,0.043034761810717415,0.22545603114991175,0.17100054372765305,18,2909,Low
CASE_1699,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",814,39,23.769501407167567,23,0.33140001059093516,0,1,0,0.7565310650044959,96.53247864031617,0.5376193898009635,0.8691768331044222,0.12390491236513712,15,3422,High
CASE_1700,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1092,118,15.85192734948111,30,0.07309727899969487,0,0,0,0.550516597008527,2.22944683372297,0.9653424472518686,0.36743052956407396,0.7820563126891116,4,863,High
CASE_1701,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1209,117,23.272238027220933,24,0.8993782026513729,0,0,0,0.8247452088064426,64.5427420846013,0.5082850663493566,0.7175549090757735,0.9950978299008004,11,4068,Medium
CASE_1702,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1251,117,15.49773104773342,16,0.6352333633033541,0,1,0,0.17092237966383872,46.37350404821294,0.31886191292643606,0.8055532169317106,0.6229486238765758,18,4502,High
CASE_1703,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1131,90,11.101912145381416,37,0.39249210732062345,1,0,0,0.7007481616819731,91.52936595264767,0.5488477342454497,0.7078784138511226,0.2104143912353159,16,604,High
CASE_1704,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1022,58,12.821716543925593,19,0.25654780052456483,1,1,0,0.11784675475571127,41.930447544632635,0.7044078607254112,0.023384369420365037,0.7368075889330276,2,849,High
CASE_1705,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",959,127,16.287701814941173,35,0.8469760318826147,1,0,1,0.6174404415081229,17.71887253448774,0.13789558560646964,0.0490578965384324,0.07150016833640283,4,2263,Medium
CASE_1706,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1471,16,16.19123971991886,23,0.42406894613922674,1,0,0,0.15203977736204688,96.66891212672456,0.8981600519430069,0.9244155537073865,0.4394374302058367,16,4540,High
CASE_1707,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",645,149,21.535477306268575,42,0.04013179264177891,1,0,1,0.9917064297113845,70.39561846094415,0.48702197644898126,0.42890397675843706,0.06024743514008257,8,1384,High
CASE_1708,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",227,87,11.457145190402382,37,0.6897133988799568,1,1,1,0.16351931020534016,41.11148497418738,0.8786132282650029,0.22326801650584271,0.43105915312360055,16,4893,High
CASE_1709,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1213,41,15.486784097332125,19,0.4799204362870968,1,0,1,0.3894748905076888,27.679766775389037,0.579663335624154,0.7457945150468248,0.7296409868329292,14,3643,Medium
CASE_1710,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",612,139,19.873881045288307,35,0.18503333638712716,1,0,1,0.3985209113586098,92.48241343790701,0.7665564329795226,0.3612489130629196,0.7688357569100379,11,2000,High
CASE_1711,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",635,137,10.9728790737939,18,0.44056246656044473,0,0,1,0.10321569117116758,48.08435303858734,0.39530621286836154,0.10506904975464804,0.8421939479847249,13,4313,Medium
CASE_1712,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1786,83,12.18931859297497,41,0.9257869303296471,1,0,0,0.3024827979518152,73.91814164891424,0.4204184647353615,0.7995544935184735,0.12312436709602093,3,1794,High
CASE_1713,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1995,85,21.934350090666033,31,0.5801945595088598,1,1,0,0.4588219837949091,32.3335854885244,0.9033814244143618,0.48558515707731176,0.7127779205467613,14,1565,Low
CASE_1714,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1238,73,22.029936797243593,41,0.5572133250862492,1,1,1,0.28181221141675517,26.659135617739903,0.861159221696434,0.8898458009529315,0.6764094795064235,10,2372,Medium
CASE_1715,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",990,58,10.598713063047896,16,0.5753567421461541,0,1,0,0.10729892843604083,46.2517374208403,0.8912607356821863,0.5641562506625387,0.7390857250951414,11,4010,Medium
CASE_1716,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1641,75,10.219568956570381,29,0.559256307022485,1,1,0,0.9763912961074335,98.63383352256704,0.4600578458633786,0.5358158795848781,0.9729113088367073,10,3858,High
CASE_1717,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1072,22,10.058627765756768,25,0.6658141655557803,1,1,1,0.9097762536761641,14.376347029376324,0.20436334004089973,0.2316120071674712,0.6032772885663565,14,3031,High
CASE_1718,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1128,104,15.93095302066964,46,0.4081483017925026,0,1,1,0.7738932611783423,7.377872815080377,0.2625426753186135,0.4208779381373152,0.5357992340310983,19,3117,High
CASE_1719,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1659,147,20.1356702837259,41,0.7404671511814687,0,1,1,0.09403724669776359,16.259987736491198,0.9555311529915552,0.09597427880404974,0.3427672853351563,12,4918,Low
CASE_1720,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1552,16,24.09332012159475,22,0.05495853259408834,1,0,1,0.7954928508742495,89.7695357000101,0.5859364457651971,0.8717589506937797,0.9655218024092538,12,4841,Low
CASE_1721,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1013,141,18.10052174211039,6,0.7776084739928901,1,1,0,0.331196602382705,45.87629551568535,0.4111606032520284,0.1780016451139651,0.06477098512488866,5,521,Medium
CASE_1722,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1185,69,13.67111382132598,22,0.14119295793252307,0,0,0,0.7721023509893394,14.943342733498156,0.463168476116392,0.9113303502748576,0.5525644491768692,14,2878,Low
CASE_1723,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",512,55,16.292534602315715,42,0.06688193705801881,1,1,0,0.7199200240853793,17.85034289969557,0.5604346625485715,0.8616059187544115,0.1267469777939927,13,1532,High
CASE_1724,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1941,134,13.271490471441405,43,0.3313838280002456,1,1,1,0.39043358294695363,23.949730530648473,0.3216875696824061,0.14361495196076424,0.4381967907800406,7,2650,Low
CASE_1725,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",371,98,10.464904345101084,13,0.5622163297525404,1,0,1,0.5079674617762691,15.603262538470785,0.47803542819667477,0.6334110543916639,0.8252245531403773,17,2124,High
CASE_1726,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",856,104,18.50724841798897,21,0.9663805463153952,1,0,1,0.36203163589408516,30.099520565784253,0.4019158431231862,0.5736503784616355,0.1691519170716993,19,1503,Medium
CASE_1727,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1058,56,11.645810135779646,6,0.9040798198902681,1,1,0,0.3363498742736175,30.644014184002057,0.0739971846731049,0.9134502990086857,0.3118666578338327,14,4936,Medium
CASE_1728,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",692,135,14.10631188722428,42,0.9986215106057983,1,0,1,0.4898872476845477,79.66495718882709,0.942552543598287,0.888772655564227,0.5504940273004354,3,956,Low
CASE_1729,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1404,131,24.404967407687504,10,0.11583212998851056,1,0,1,0.06930276636980726,15.596353084504821,0.5536397167929322,0.5502142897259551,0.9459689035099259,5,3626,High
CASE_1730,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1218,125,15.907779616927254,12,0.04764941716447968,0,0,1,0.6640163895420038,95.15670009398143,0.29513692748025633,0.2866455968251922,0.14433405856010129,4,2372,Low
CASE_1731,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",842,65,15.023397370202364,46,0.038171326376471915,1,0,0,0.9401723177497789,77.93773215795044,0.14848442410705565,0.5818014387462354,0.4186395484170854,12,2569,Medium
CASE_1732,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",861,118,21.2165972957522,39,0.6360747127838687,0,1,0,0.3706050031638586,97.08899481732064,0.8639406980137698,0.7170377839678155,0.2147001142055468,11,2124,Low
CASE_1733,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",716,68,10.712327995498738,33,0.8828336194121782,1,1,0,0.30854355297462555,49.96975658129965,0.7253945632049048,0.6695876847067186,0.4991667388385904,6,1618,Low
CASE_1734,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1753,68,13.080785775038493,47,0.12466515876152606,1,0,0,0.27410834882629,40.00745900539376,0.6175618330862561,0.3760932829469963,0.46966298106727256,12,4078,High
CASE_1735,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",224,39,20.975608167517656,33,0.9152620299486796,1,1,0,0.5842972038937043,62.74833341349875,0.6646071914561089,0.5073963935681834,0.019925576010972446,1,3530,High
CASE_1736,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1500,123,24.389586465635333,14,0.35590404069221226,0,0,1,0.14627465614313795,14.486647010593568,0.17860262954368378,0.9184282979152638,0.6295527408521177,2,4019,High
CASE_1737,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1270,135,13.177609210399481,35,0.960361729532641,1,0,0,0.6823697477604069,91.3669527400811,0.9924258980882699,0.7437542528462372,0.49688563207600844,18,870,Low
CASE_1738,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",432,103,23.289353221187294,25,0.8778866465903206,1,1,0,0.7169523814096795,22.114748807530006,0.1660370675181012,0.1975721985244363,0.38832438554638504,13,4122,High
CASE_1739,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1322,118,21.435488714414976,47,0.6112102842716296,0,1,0,0.40301189537441795,4.629273987770565,0.9109958073566541,0.7979234281302255,0.06145169685635343,7,4111,Medium
CASE_1740,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",771,57,18.85555258532915,42,0.26948975300938594,0,0,0,0.8815566067612735,77.56367682447343,0.306509993492449,0.8502446748032532,0.07614975584276418,16,685,Medium
CASE_1741,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1628,91,16.92175465561674,18,0.16701187597286526,0,1,0,0.3020948265922635,76.72896949962737,0.008555269813756206,0.722659641629639,0.22832976236811142,15,2156,Low
CASE_1742,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1786,80,21.899992900512697,21,0.30562697995342925,0,0,1,0.7535206513210945,62.67839478187581,0.2821507523738944,0.779540053481228,0.28387263589526823,6,3027,Medium
CASE_1743,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1673,126,10.44530404542497,43,0.4512472205468133,0,1,0,0.05776746073916905,96.08077846205447,0.6573326720573006,0.9827552882641607,0.9233501626268518,3,961,High
CASE_1744,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1677,81,14.47565101131172,13,0.5856477014193542,1,1,1,0.605323872131539,60.92916879478476,0.4819506697928059,0.23880128414261914,0.367106545785714,6,4985,High
CASE_1745,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1718,140,22.429181073539027,26,0.28446402979356333,0,0,1,0.15554469358521672,9.920261643681116,0.854363173242889,0.5327921686897914,0.10573904946719936,2,3667,Medium
CASE_1746,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1064,129,11.075795976952456,14,0.9816858718196032,1,1,1,0.43596992238432253,0.23556584021205973,0.6163747704848292,0.6564658052384008,0.16080130334792875,19,3516,Medium
CASE_1747,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1559,27,23.963150855884045,31,0.653968510261987,0,0,0,0.6069157447196671,39.19211825325457,0.2788618468697306,0.21245496296532596,0.9208312163789467,4,2128,Low
CASE_1748,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1442,54,11.416421557935394,15,0.6482974046980674,1,0,1,0.9527743836386261,76.21406313118064,0.3953527421897005,0.563721758593226,0.25902987058364857,4,2770,Medium
CASE_1749,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",782,72,10.678764942781159,7,0.07311282883145054,0,0,1,0.43646281042992685,13.530283290562961,0.978777846608839,0.047151960794787784,0.32715144740137436,5,4902,High
